Date,Bitcoin,Gold,S&P500,CSHPNI (Case–Shiller index),M2 (billions)
1913-10-31 00:00:00,0,18.92,0,0,0
1913-11-30 00:00:00,0,18.92,8.05,0,0
1913-12-31 00:00:00,0,18.92,8.04,4.49,0
1914-01-31 00:00:00,0,18.99,8.025,0,0
1914-02-28 00:00:00,0,18.99,8.48,0,0
1914-03-31 00:00:00,0,18.99,8.32,0,0
1914-04-30 00:00:00,0,18.99,8.12,0,0
1914-05-31 00:00:00,0,18.99,8.17,0,0
1914-06-30 00:00:00,0,18.99,8.13,0,0
1914-07-31 00:00:00,0,18.99,7.68,0,0
1914-08-31 00:00:00,0,18.99,7.68,0,0
1914-09-30 00:00:00,0,18.99,7.68,0,0
1914-10-31 00:00:00,0,18.99,0,0,0
1914-11-30 00:00:00,0,18.99,7.68,0,0
1914-12-31 00:00:00,0,18.99,7.35,4.66,0
1915-01-31 00:00:00,0,18.99,8.31,0,0
1915-02-28 00:00:00,0,18.99,7.38,0,0
1915-03-31 00:00:00,0,18.99,7.57,0,0
1915-04-30 00:00:00,0,18.99,8.14,0,0
1915-05-31 00:00:00,0,18.99,7.95,0,0
1915-06-30 00:00:00,0,18.99,8.04,0,0
1915-07-31 00:00:00,0,18.99,8.01,0,0
1915-08-31 00:00:00,0,18.99,8.35,0,0
1915-09-30 00:00:00,0,18.99,8.66,0,0
1915-10-31 00:00:00,0,18.99,0,0,0
1915-11-30 00:00:00,0,18.99,9.46,0,0
1915-12-31 00:00:00,0,18.99,9.48,4.28,0
1916-01-31 00:00:00,0,18.99,9.655,0,0
1916-02-29 00:00:00,0,18.99,9.2,0,0
1916-03-31 00:00:00,0,18.99,9.17,0,0
1916-04-30 00:00:00,0,18.99,9.07,0,0
1916-05-31 00:00:00,0,18.99,9.27,0,0
1916-06-30 00:00:00,0,18.99,9.36,0,0
1916-07-31 00:00:00,0,18.99,9.23,0,0
1916-08-31 00:00:00,0,18.99,9.3,0,0
1916-09-30 00:00:00,0,18.99,9.68,0,0
1916-10-31 00:00:00,0,18.99,0,0,0
1916-11-30 00:00:00,0,18.99,10.21,0,0
1916-12-31 00:00:00,0,18.99,9.8,4.68,0
1917-01-31 00:00:00,0,18.99,8.625,0,0
1917-02-28 00:00:00,0,18.99,9.03,0,0
1917-03-31 00:00:00,0,18.99,9.31,0,0
1917-04-30 00:00:00,0,18.99,9.17,0,0
1917-05-31 00:00:00,0,18.99,8.86,0,0
1917-06-30 00:00:00,0,18.99,9.04,0,0
1917-07-31 00:00:00,0,18.99,8.79,0,0
1917-08-31 00:00:00,0,18.99,8.53,0,0
1917-09-30 00:00:00,0,18.99,8.12,0,0
1917-10-31 00:00:00,0,18.99,0,0,0
1917-11-30 00:00:00,0,18.99,7.04,0,0
1917-12-31 00:00:00,0,18.99,6.8,4.78,0
1918-01-31 00:00:00,0,18.99,7.535,0,0
1918-02-28 00:00:00,0,18.99,7.43,0,0
1918-03-31 00:00:00,0,18.99,7.28,0,0
1918-04-30 00:00:00,0,18.99,7.21,0,0
1918-05-31 00:00:00,0,18.99,7.44,0,0
1918-06-30 00:00:00,0,18.99,7.45,0,0
1918-07-31 00:00:00,0,18.99,7.51,0,0
1918-08-31 00:00:00,0,18.99,7.58,0,0
1918-09-30 00:00:00,0,18.99,7.54,0,0
1918-10-31 00:00:00,0,18.99,0,0,0
1918-11-30 00:00:00,0,18.99,8.06,0,0
1918-12-31 00:00:00,0,18.99,7.9,5.08,0
1919-01-31 00:00:00,0,19.95,8.66,0,0
1919-02-28 00:00:00,0,19.95,7.88,0,0
1919-03-31 00:00:00,0,19.95,8.12,0,0
1919-04-30 00:00:00,0,19.95,8.39,0,0
1919-05-31 00:00:00,0,19.95,8.97,0,0
1919-06-30 00:00:00,0,19.95,9.21,0,0
1919-07-31 00:00:00,0,19.95,9.51,0,0
1919-08-31 00:00:00,0,19.95,8.87,0,0
1919-09-30 00:00:00,0,19.95,9.01,0,0
1919-10-31 00:00:00,0,19.95,0,0,0
1919-11-30 00:00:00,0,19.95,9.19,0,0
1919-12-31 00:00:00,0,19.95,8.92,5.59,0
1920-01-31 00:00:00,0,20.68,8.355,0,0
1920-02-29 00:00:00,0,20.68,8.1,0,0
1920-03-31 00:00:00,0,20.68,8.67,0,0
1920-04-30 00:00:00,0,20.68,8.6,0,0
1920-05-31 00:00:00,0,20.68,8.06,0,0
1920-06-30 00:00:00,0,20.68,7.92,0,0
1920-07-31 00:00:00,0,20.68,7.91,0,0
1920-08-31 00:00:00,0,20.68,7.6,0,0
1920-09-30 00:00:00,0,20.68,7.87,0,0
1920-10-31 00:00:00,0,20.68,0,0,0
1920-11-30 00:00:00,0,20.68,7.48,0,0
1920-12-31 00:00:00,0,20.68,6.81,6.13,0
1921-01-31 00:00:00,0,20.58,6.905,0,0
1921-02-28 00:00:00,0,20.58,7.06,0,0
1921-03-31 00:00:00,0,20.58,6.88,0,0
1921-04-30 00:00:00,0,20.58,6.91,0,0
1921-05-31 00:00:00,0,20.58,7.12,0,0
1921-06-30 00:00:00,0,20.58,6.55,0,0
1921-07-31 00:00:00,0,20.58,6.53,0,0
1921-08-31 00:00:00,0,20.58,6.45,0,0
1921-09-30 00:00:00,0,20.58,6.61,0,0
1921-10-31 00:00:00,0,20.58,0,0,0
1921-11-30 00:00:00,0,20.58,7.06,0,0
1921-12-31 00:00:00,0,20.58,7.31,5.99,0
1922-01-31 00:00:00,0,20.66,8.28,0,0
1922-02-28 00:00:00,0,20.66,7.46,0,0
1922-03-31 00:00:00,0,20.66,7.74,0,0
1922-04-30 00:00:00,0,20.66,8.21,0,0
1922-05-31 00:00:00,0,20.66,8.53,0,0
1922-06-30 00:00:00,0,20.66,8.45,0,0
1922-07-31 00:00:00,0,20.66,8.51,0,0
1922-08-31 00:00:00,0,20.66,8.83,0,0
1922-09-30 00:00:00,0,20.66,9.06,0,0
1922-10-31 00:00:00,0,20.66,0,0,0
1922-11-30 00:00:00,0,20.66,8.8,0,0
1922-12-31 00:00:00,0,20.66,8.78,6.07,0
1923-01-31 00:00:00,0,21.32,8.465,0,0
1923-02-28 00:00:00,0,21.32,9.28,0,0
1923-03-31 00:00:00,0,21.32,9.43,0,0
1923-04-30 00:00:00,0,21.32,9.1,0,0
1923-05-31 00:00:00,0,21.32,8.67,0,0
1923-06-30 00:00:00,0,21.32,8.34,0,0
1923-07-31 00:00:00,0,21.32,8.06,0,0
1923-08-31 00:00:00,0,21.32,8.1,0,0
1923-09-30 00:00:00,0,21.32,8.15,0,0
1923-10-31 00:00:00,0,21.32,0,0,0
1923-11-30 00:00:00,0,21.32,8.27,0,0
1923-12-31 00:00:00,0,21.32,8.55,6.16,0
1924-01-31 00:00:00,0,20.69,8.98,0,0
1924-02-29 00:00:00,0,20.69,8.87,0,0
1924-03-31 00:00:00,0,20.69,8.7,0,0
1924-04-30 00:00:00,0,20.69,8.5,0,0
1924-05-31 00:00:00,0,20.69,8.47,0,0
1924-06-30 00:00:00,0,20.69,8.63,0,0
1924-07-31 00:00:00,0,20.69,9.03,0,0
1924-08-31 00:00:00,0,20.69,9.34,0,0
1924-09-30 00:00:00,0,20.69,9.25,0,0
1924-10-31 00:00:00,0,20.69,0,0,0
1924-11-30 00:00:00,0,20.69,9.64,0,0
1924-12-31 00:00:00,0,20.69,10.16,6.17,0
1925-01-31 00:00:00,0,20.64,11.235,0,0
1925-02-28 00:00:00,0,20.64,10.67,0,0
1925-03-31 00:00:00,0,20.64,10.39,0,0
1925-04-30 00:00:00,0,20.64,10.28,0,0
1925-05-31 00:00:00,0,20.64,10.61,0,0
1925-06-30 00:00:00,0,20.64,10.8,0,0
1925-07-31 00:00:00,0,20.64,11.1,0,0
1925-08-31 00:00:00,0,20.64,11.25,0,0
1925-09-30 00:00:00,0,20.64,11.51,0,0
1925-10-31 00:00:00,0,20.64,0,0,0
1925-11-30 00:00:00,0,20.64,12.26,0,0
1925-12-31 00:00:00,0,20.64,12.46,6.5,0
1926-01-31 00:00:00,0,20.63,12.835,0,0
1926-02-28 00:00:00,0,20.63,12.67,0,0
1926-03-31 00:00:00,0,20.63,11.81,0,0
1926-04-30 00:00:00,0,20.63,11.48,0,0
1926-05-31 00:00:00,0,20.63,11.56,0,0
1926-06-30 00:00:00,0,20.63,12.11,0,0
1926-07-31 00:00:00,0,20.63,12.62,0,0
1926-08-31 00:00:00,0,20.63,13.12,0,0
1926-09-30 00:00:00,0,20.63,13.32,0,0
1926-10-31 00:00:00,0,20.63,0,0,0
1926-11-30 00:00:00,0,20.63,13.19,0,0
1926-12-31 00:00:00,0,20.63,13.49,6.23,0
1927-01-31 00:00:00,0,20.64,15.04,0,0
1927-02-28 00:00:00,0,20.64,13.66,0,0
1927-03-31 00:00:00,0,20.64,13.87,0,0
1927-04-30 00:00:00,0,20.64,14.21,0,0
1927-05-31 00:00:00,0,20.64,14.7,0,0
1927-06-30 00:00:00,0,20.64,14.89,0,0
1927-07-31 00:00:00,0,20.64,15.22,0,0
1927-08-31 00:00:00,0,20.64,16.03,0,0
1927-09-30 00:00:00,0,20.64,16.94,0,0
1927-10-31 00:00:00,0,20.64,0,0,0
1927-11-30 00:00:00,0,20.64,17.06,0,0
1927-12-31 00:00:00,0,20.64,17.46,6,0
1928-01-31 00:00:00,0,20.66,19.565,0,0
1928-02-29 00:00:00,0,20.66,17.32,0,0
1928-03-31 00:00:00,0,20.66,18.25,0,0
1928-04-30 00:00:00,0,20.66,19.4,0,0
1928-05-31 00:00:00,0,20.66,20,0,0
1928-06-30 00:00:00,0,20.66,19.02,0,0
1928-07-31 00:00:00,0,20.66,19.16,0,0
1928-08-31 00:00:00,0,20.66,19.78,0,0
1928-09-30 00:00:00,0,20.66,21.17,0,0
1928-10-31 00:00:00,0,20.66,0,0,0
1928-11-30 00:00:00,0,20.66,23.06,0,0
1928-12-31 00:00:00,0,20.66,23.15,6.09,0
1929-01-31 00:00:00,0,20.63,26.425,0,0
1929-02-28 00:00:00,0,20.63,24.99,0,0
1929-03-31 00:00:00,0,20.63,25.43,0,0
1929-04-30 00:00:00,0,20.63,25.28,0,0
1929-05-31 00:00:00,0,20.63,25.66,0,0
1929-06-30 00:00:00,0,20.63,26.15,0,0
1929-07-31 00:00:00,0,20.63,28.48,0,0
1929-08-31 00:00:00,0,20.63,30.1,0,0
1929-09-30 00:00:00,0,20.63,31.3,0,0
1929-10-31 00:00:00,0,20.63,0,0,0
1929-11-30 00:00:00,0,20.63,20.58,0,0
1929-12-31 00:00:00,0,20.63,21.4,5.97,0
1930-01-31 00:00:00,0,20.65,19.815,0,0
1930-02-28 00:00:00,0,20.65,23.07,0,0
1930-03-31 00:00:00,0,20.65,23.94,0,0
1930-04-30 00:00:00,0,20.65,25.46,0,0
1930-05-31 00:00:00,0,20.65,23.94,0,0
1930-06-30 00:00:00,0,20.65,21.52,0,0
1930-07-31 00:00:00,0,20.65,21.06,0,0
1930-08-31 00:00:00,0,20.65,20.79,0,0
1930-09-30 00:00:00,0,20.65,20.78,0,0
1930-10-31 00:00:00,0,20.65,0,0,0
1930-11-30 00:00:00,0,20.65,16.62,0,0
1930-12-31 00:00:00,0,20.65,15.51,5.71,0
1931-01-31 00:00:00,0,17.06,13.115,0,0
1931-02-28 00:00:00,0,17.06,17.2,0,0
1931-03-31 00:00:00,0,17.06,17.53,0,0
1931-04-30 00:00:00,0,17.06,15.86,0,0
1931-05-31 00:00:00,0,17.06,14.33,0,0
1931-06-30 00:00:00,0,17.06,13.87,0,0
1931-07-31 00:00:00,0,17.06,14.33,0,0
1931-08-31 00:00:00,0,17.06,13.9,0,0
1931-09-30 00:00:00,0,17.06,11.83,0,0
1931-10-31 00:00:00,0,17.06,0,0,0
1931-11-30 00:00:00,0,17.06,10.39,0,0
1931-12-31 00:00:00,0,17.06,8.44,5.24,0
1932-01-31 00:00:00,0,20.69,7.71,0,0
1932-02-29 00:00:00,0,20.69,8.23,0,0
1932-03-31 00:00:00,0,20.69,8.26,0,0
1932-04-30 00:00:00,0,20.69,6.28,0,0
1932-05-31 00:00:00,0,20.69,5.51,0,0
1932-06-30 00:00:00,0,20.69,4.77,0,0
1932-07-31 00:00:00,0,20.69,5.01,0,0
1932-08-31 00:00:00,0,20.69,7.53,0,0
1932-09-30 00:00:00,0,20.69,8.26,0,0
1932-10-31 00:00:00,0,20.69,0,0,0
1932-11-30 00:00:00,0,20.69,7.05,0,0
1932-12-31 00:00:00,0,20.69,6.82,4.7,0
1933-01-31 00:00:00,0,26.33,8.32,0,0
1933-02-28 00:00:00,0,26.33,6.25,0,0
1933-03-31 00:00:00,0,26.33,6.23,0,0
1933-04-30 00:00:00,0,26.33,6.89,0,0
1933-05-31 00:00:00,0,26.33,8.87,0,0
1933-06-30 00:00:00,0,26.33,10.39,0,0
1933-07-31 00:00:00,0,26.33,11.23,0,0
1933-08-31 00:00:00,0,26.33,10.67,0,0
1933-09-30 00:00:00,0,26.33,10.58,0,0
1933-10-31 00:00:00,0,26.33,0,0,0
1933-11-30 00:00:00,0,26.33,9.78,0,0
1933-12-31 00:00:00,0,26.33,9.97,4.52,0
1934-01-31 00:00:00,0,34.69,9.745,0,0
1934-02-28 00:00:00,0,34.69,11.32,0,0
1934-03-31 00:00:00,0,34.69,10.74,0,0
1934-04-30 00:00:00,0,34.69,10.92,0,0
1934-05-31 00:00:00,0,34.69,9.81,0,0
1934-06-30 00:00:00,0,34.69,9.94,0,0
1934-07-31 00:00:00,0,34.69,9.47,0,0
1934-08-31 00:00:00,0,34.69,9.1,0,0
1934-09-30 00:00:00,0,34.69,8.88,0,0
1934-10-31 00:00:00,0,34.69,0,0,0
1934-11-30 00:00:00,0,34.69,9.2,0,0
1934-12-31 00:00:00,0,34.69,9.26,4.65,0
1935-01-31 00:00:00,0,34.84,10.59,0,0
1935-02-28 00:00:00,0,34.84,8.98,0,0
1935-03-31 00:00:00,0,34.84,8.41,0,0
1935-04-30 00:00:00,0,34.84,9.04,0,0
1935-05-31 00:00:00,0,34.84,9.75,0,0
1935-06-30 00:00:00,0,34.84,10.12,0,0
1935-07-31 00:00:00,0,34.84,10.65,0,0
1935-08-31 00:00:00,0,34.84,11.37,0,0
1935-09-30 00:00:00,0,34.84,11.61,0,0
1935-10-31 00:00:00,0,34.84,0,0,0
1935-11-30 00:00:00,0,34.84,13.04,0,0
1935-12-31 00:00:00,0,34.84,13.04,5.1,0
1936-01-31 00:00:00,0,34.87,15.325,0,0
1936-02-29 00:00:00,0,34.87,14.55,0,0
1936-03-31 00:00:00,0,34.87,14.86,0,0
1936-04-30 00:00:00,0,34.87,14.88,0,0
1936-05-31 00:00:00,0,34.87,14.09,0,0
1936-06-30 00:00:00,0,34.87,14.69,0,0
1936-07-31 00:00:00,0,34.87,15.56,0,0
1936-08-31 00:00:00,0,34.87,15.87,0,0
1936-09-30 00:00:00,0,34.87,16.05,0,0
1936-10-31 00:00:00,0,34.87,0,0,0
1936-11-30 00:00:00,0,34.87,17.36,0,0
1936-12-31 00:00:00,0,34.87,17.06,5.27,0
1937-01-31 00:00:00,0,34.79,14.935,0,0
1937-02-28 00:00:00,0,34.79,18.11,0,0
1937-03-31 00:00:00,0,34.79,18.09,0,0
1937-04-30 00:00:00,0,34.79,17.01,0,0
1937-05-31 00:00:00,0,34.79,16.25,0,0
1937-06-30 00:00:00,0,34.79,15.64,0,0
1937-07-31 00:00:00,0,34.79,16.57,0,0
1937-08-31 00:00:00,0,34.79,16.74,0,0
1937-09-30 00:00:00,0,34.79,14.37,0,0
1937-10-31 00:00:00,0,34.79,0,0,0
1937-11-30 00:00:00,0,34.79,11.2,0,0
1937-12-31 00:00:00,0,34.79,11.02,5.4,0
1938-01-31 00:00:00,0,34.85,12.185,0,0
1938-02-28 00:00:00,0,34.85,11.04,0,0
1938-03-31 00:00:00,0,34.85,10.31,0,0
1938-04-30 00:00:00,0,34.85,9.89,0,0
1938-05-31 00:00:00,0,34.85,9.98,0,0
1938-06-30 00:00:00,0,34.85,10.21,0,0
1938-07-31 00:00:00,0,34.85,12.24,0,0
1938-08-31 00:00:00,0,34.85,12.31,0,0
1938-09-30 00:00:00,0,34.85,11.75,0,0
1938-10-31 00:00:00,0,34.85,0,0,0
1938-11-30 00:00:00,0,34.85,13.07,0,0
1938-12-31 00:00:00,0,34.85,12.69,5.35,0
1939-01-31 00:00:00,0,34.42,12.7,0,0
1939-02-28 00:00:00,0,34.42,12.4,0,0
1939-03-31 00:00:00,0,34.42,12.39,0,0
1939-04-30 00:00:00,0,34.42,10.83,0,0
1939-05-31 00:00:00,0,34.42,11.23,0,0
1939-06-30 00:00:00,0,34.42,11.43,0,0
1939-07-31 00:00:00,0,34.42,11.71,0,0
1939-08-31 00:00:00,0,34.42,11.54,0,0
1939-09-30 00:00:00,0,34.42,12.77,0,0
1939-10-31 00:00:00,0,34.42,0,0,0
1939-11-30 00:00:00,0,34.42,12.67,0,0
1939-12-31 00:00:00,0,34.42,12.37,5.28,0
1940-01-31 00:00:00,0,33.85,11.515,0,0
1940-02-29 00:00:00,0,33.85,12.22,0,0
1940-03-31 00:00:00,0,33.85,12.15,0,0
1940-04-30 00:00:00,0,33.85,12.27,0,0
1940-05-31 00:00:00,0,33.85,10.58,0,0
1940-06-30 00:00:00,0,33.85,9.67,0,0
1940-07-31 00:00:00,0,33.85,9.99,0,0
1940-08-31 00:00:00,0,33.85,10.2,0,0
1940-09-30 00:00:00,0,33.85,10.63,0,0
1940-10-31 00:00:00,0,33.85,0,0,0
1940-11-30 00:00:00,0,33.85,10.98,0,0
1940-12-31 00:00:00,0,33.85,10.53,5.46,0
1941-01-31 00:00:00,0,33.85,10.19,0,0
1941-02-28 00:00:00,0,33.85,9.89,0,0
1941-03-31 00:00:00,0,33.85,9.95,0,0
1941-04-30 00:00:00,0,33.85,9.64,0,0
1941-05-31 00:00:00,0,33.85,9.43,0,0
1941-06-30 00:00:00,0,33.85,9.76,0,0
1941-07-31 00:00:00,0,33.85,10.26,0,0
1941-08-31 00:00:00,0,33.85,10.21,0,0
1941-09-30 00:00:00,0,33.85,10.24,0,0
1941-10-31 00:00:00,0,33.85,0,0,0
1941-11-30 00:00:00,0,33.85,9.37,0,0
1941-12-31 00:00:00,0,33.85,8.76,5,0
1942-01-31 00:00:00,0,33.85,9.125,0,0
1942-02-28 00:00:00,0,33.85,8.65,0,0
1942-03-31 00:00:00,0,33.85,8.18,0,0
1942-04-30 00:00:00,0,33.85,7.84,0,0
1942-05-31 00:00:00,0,33.85,7.93,0,0
1942-06-30 00:00:00,0,33.85,8.33,0,0
1942-07-31 00:00:00,0,33.85,8.64,0,0
1942-08-31 00:00:00,0,33.85,8.59,0,0
1942-09-30 00:00:00,0,33.85,8.68,0,0
1942-10-31 00:00:00,0,33.85,0,0,0
1942-11-30 00:00:00,0,33.85,9.47,0,0
1942-12-31 00:00:00,0,33.85,9.52,5.17,0
1943-01-31 00:00:00,0,33.85,10.985,0,0
1943-02-28 00:00:00,0,33.85,10.69,0,0
1943-03-31 00:00:00,0,33.85,11.07,0,0
1943-04-30 00:00:00,0,33.85,11.44,0,0
1943-05-31 00:00:00,0,33.85,11.89,0,0
1943-06-30 00:00:00,0,33.85,12.1,0,0
1943-07-31 00:00:00,0,33.85,12.35,0,0
1943-08-31 00:00:00,0,33.85,11.74,0,0
1943-09-30 00:00:00,0,33.85,11.99,0,0
1943-10-31 00:00:00,0,33.85,0,0,0
1943-11-30 00:00:00,0,33.85,11.33,0,0
1943-12-31 00:00:00,0,33.85,11.48,5.76,0
1944-01-31 00:00:00,0,33.85,12.38,0,0
1944-02-29 00:00:00,0,33.85,11.77,0,0
1944-03-31 00:00:00,0,33.85,12.1,0,0
1944-04-30 00:00:00,0,33.85,11.89,0,0
1944-05-31 00:00:00,0,33.85,12.1,0,0
1944-06-30 00:00:00,0,33.85,12.67,0,0
1944-07-31 00:00:00,0,33.85,13,0,0
1944-08-31 00:00:00,0,33.85,12.81,0,0
1944-09-30 00:00:00,0,33.85,12.6,0,0
1944-10-31 00:00:00,0,33.85,0,0,0
1944-11-30 00:00:00,0,33.85,12.82,0,0
1944-12-31 00:00:00,0,33.85,13.1,6.71,0
1945-01-31 00:00:00,0,34.71,14.995,0,0
1945-02-28 00:00:00,0,34.71,13.94,0,0
1945-03-31 00:00:00,0,34.71,13.93,0,0
1945-04-30 00:00:00,0,34.71,14.28,0,0
1945-05-31 00:00:00,0,34.71,14.82,0,0
1945-06-30 00:00:00,0,34.71,15.09,0,0
1945-07-31 00:00:00,0,34.71,14.78,0,0
1945-08-31 00:00:00,0,34.71,14.83,0,0
1945-09-30 00:00:00,0,34.71,15.84,0,0
1945-10-31 00:00:00,0,34.71,0,0,0
1945-11-30 00:00:00,0,34.71,17.04,0,0
1945-12-31 00:00:00,0,34.71,17.33,7.5,0
1946-01-31 00:00:00,0,34.71,16.385,0,0
1946-02-28 00:00:00,0,34.71,18.07,0,0
1946-03-31 00:00:00,0,34.71,17.53,0,0
1946-04-30 00:00:00,0,34.71,18.66,0,0
1946-05-31 00:00:00,0,34.71,18.7,0,0
1946-06-30 00:00:00,0,34.71,18.58,0,0
1946-07-31 00:00:00,0,34.71,18.05,0,0
1946-08-31 00:00:00,0,34.71,17.7,0,0
1946-09-30 00:00:00,0,34.71,15.09,0,0
1946-10-31 00:00:00,0,34.71,0,0,0
1946-11-30 00:00:00,0,34.71,14.69,0,0
1946-12-31 00:00:00,0,34.71,15.13,9.31,0
1947-01-31 00:00:00,0,34.71,15.33,0,0
1947-02-28 00:00:00,0,34.71,15.8,0,0
1947-03-31 00:00:00,0,34.71,15.16,0,0
1947-04-30 00:00:00,0,34.71,14.6,0,0
1947-05-31 00:00:00,0,34.71,14.34,0,0
1947-06-30 00:00:00,0,34.71,14.84,0,0
1947-07-31 00:00:00,0,34.71,15.77,0,0
1947-08-31 00:00:00,0,34.71,15.46,0,0
1947-09-30 00:00:00,0,34.71,15.06,0,0
1947-10-31 00:00:00,0,34.71,0,0,0
1947-11-30 00:00:00,0,34.71,15.27,0,0
1947-12-31 00:00:00,0,34.71,15.03,11.29,0
1948-01-31 00:00:00,0,34.71,15.51,0,0
1948-02-29 00:00:00,0,34.71,14.1,0,0
1948-03-31 00:00:00,0,34.71,14.3,0,0
1948-04-30 00:00:00,0,34.71,15.4,0,0
1948-05-31 00:00:00,0,34.71,16.15,0,0
1948-06-30 00:00:00,0,34.71,16.82,0,0
1948-07-31 00:00:00,0,34.71,16.42,0,0
1948-08-31 00:00:00,0,34.71,15.94,0,0
1948-09-30 00:00:00,0,34.71,15.76,0,0
1948-10-31 00:00:00,0,34.71,0,0,0
1948-11-30 00:00:00,0,34.71,15.29,0,0
1948-12-31 00:00:00,0,34.71,15.19,11.53,0
1949-01-31 00:00:00,0,31.69,15.625,0,0
1949-02-28 00:00:00,0,31.69,14.77,0,0
1949-03-31 00:00:00,0,31.69,14.91,0,0
1949-04-30 00:00:00,0,31.69,14.89,0,0
1949-05-31 00:00:00,0,31.69,14.78,0,0
1949-06-30 00:00:00,0,31.69,13.97,0,0
1949-07-31 00:00:00,0,31.69,14.76,0,0
1949-08-31 00:00:00,0,31.69,15.29,0,0
1949-09-30 00:00:00,0,31.69,15.49,0,0
1949-10-31 00:00:00,0,31.69,0,0,0
1949-11-30 00:00:00,0,31.69,16.11,0,0
1949-12-31 00:00:00,0,31.69,16.54,11.54,0
1950-01-31 00:00:00,0,34.72,18.375,0,0
1950-02-28 00:00:00,0,34.72,17.21,0,0
1950-03-31 00:00:00,0,34.72,17.35,0,0
1950-04-30 00:00:00,0,34.72,17.84,0,0
1950-05-31 00:00:00,0,34.72,18.44,0,0
1950-06-30 00:00:00,0,34.72,18.74,0,0
1950-07-31 00:00:00,0,34.72,17.38,0,0
1950-08-31 00:00:00,0,34.72,18.43,0,0
1950-09-30 00:00:00,0,34.72,19.08,0,0
1950-10-31 00:00:00,0,34.72,0,0,0
1950-11-30 00:00:00,0,34.72,19.83,0,0
1950-12-31 00:00:00,0,34.72,19.75,11.96,0
1951-01-31 00:00:00,0,34.72,22.285,0,0
1951-02-28 00:00:00,0,34.72,22,0,0
1951-03-31 00:00:00,0,34.72,21.63,0,0
1951-04-30 00:00:00,0,34.72,21.92,0,0
1951-05-31 00:00:00,0,34.72,21.93,0,0
1951-06-30 00:00:00,0,34.72,21.55,0,0
1951-07-31 00:00:00,0,34.72,21.93,0,0
1951-08-31 00:00:00,0,34.72,22.89,0,0
1951-09-30 00:00:00,0,34.72,23.48,0,0
1951-10-31 00:00:00,0,34.72,0,0,0
1951-11-30 00:00:00,0,34.72,22.71,0,0
1951-12-31 00:00:00,0,34.72,23.41,12.68,0
1952-01-31 00:00:00,0,34.6,24.225,0,0
1952-02-29 00:00:00,0,34.6,23.75,0,0
1952-03-31 00:00:00,0,34.6,23.81,0,0
1952-04-30 00:00:00,0,34.6,23.74,0,0
1952-05-31 00:00:00,0,34.6,23.73,0,0
1952-06-30 00:00:00,0,34.6,24.38,0,0
1952-07-31 00:00:00,0,34.6,25.08,0,0
1952-08-31 00:00:00,0,34.6,25.18,0,0
1952-09-30 00:00:00,0,34.6,24.78,0,0
1952-10-31 00:00:00,0,34.6,0,0,0
1952-11-30 00:00:00,0,34.6,25.03,0,0
1952-12-31 00:00:00,0,34.6,26.04,13.24,0
1953-01-31 00:00:00,0,34.84,25.075,0,0
1953-02-28 00:00:00,0,34.84,25.86,0,0
1953-03-31 00:00:00,0,34.84,25.99,14.66,0
1953-04-30 00:00:00,0,34.84,24.71,0,0
1953-05-31 00:00:00,0,34.84,24.84,0,0
1953-06-30 00:00:00,0,34.84,23.95,14.71,0
1953-07-31 00:00:00,0,34.84,24.29,0,0
1953-08-31 00:00:00,0,34.84,24.39,0,0
1953-09-30 00:00:00,0,34.84,23.27,14.76,0
1953-10-31 00:00:00,0,34.84,0,0,0
1953-11-30 00:00:00,0,34.84,24.5,0,0
1953-12-31 00:00:00,0,34.84,24.83,14.77,0
1954-01-31 00:00:00,0,35.04,28.82,0,0
1954-02-28 00:00:00,0,35.04,26.02,0,0
1954-03-31 00:00:00,0,35.04,26.57,14.77,0
1954-04-30 00:00:00,0,35.04,27.63,0,0
1954-05-31 00:00:00,0,35.04,28.73,0,0
1954-06-30 00:00:00,0,35.04,28.96,14.77,0
1954-07-31 00:00:00,0,35.04,30.13,0,0
1954-08-31 00:00:00,0,35.04,30.73,0,0
1954-09-30 00:00:00,0,35.04,31.45,14.87,0
1954-10-31 00:00:00,0,35.04,0,0,0
1954-11-30 00:00:00,0,35.04,33.44,0,0
1954-12-31 00:00:00,0,35.04,34.97,14.89,0
1955-01-31 00:00:00,0,35.03,38.855,0,0
1955-02-28 00:00:00,0,35.03,36.79,0,0
1955-03-31 00:00:00,0,35.03,36.5,14.87,0
1955-04-30 00:00:00,0,35.03,37.76,0,0
1955-05-31 00:00:00,0,35.03,37.6,0,0
1955-06-30 00:00:00,0,35.03,39.78,14.77,0
1955-07-31 00:00:00,0,35.03,42.69,0,0
1955-08-31 00:00:00,0,35.03,42.43,0,0
1955-09-30 00:00:00,0,35.03,44.34,14.93,0
1955-10-31 00:00:00,0,35.03,0,0,0
1955-11-30 00:00:00,0,35.03,44.95,0,0
1955-12-31 00:00:00,0,35.03,45.37,14.93,0
1956-01-31 00:00:00,0,34.99,45.195,0,0
1956-02-29 00:00:00,0,34.99,44.43,0,0
1956-03-31 00:00:00,0,34.99,47.49,14.81,0
1956-04-30 00:00:00,0,34.99,48.05,0,0
1956-05-31 00:00:00,0,34.99,46.54,0,0
1956-06-30 00:00:00,0,34.99,46.27,14.76,0
1956-07-31 00:00:00,0,34.99,48.78,0,0
1956-08-31 00:00:00,0,34.99,48.49,0,0
1956-09-30 00:00:00,0,34.99,46.84,15.05,0
